priority	ID	population	family	individual	alive2010	alive2011	alive2012	flowered2010	flowered2011	flowered2012	siliques2010	rosettes2010	diamf2010	siliques2010all	siliques2011	rosettes2011	diamf2011	siliques2011all	siliques2012	rosettes2012	diamf2012	siliques2012all	siliques20102012sumall			
1	E4-2-4	E4	2	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-2-5	E4	2	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-2-6	E4	2	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-2-7	E4	2	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-2-8	E4	2	8	1	1	1	0	1	1	0	4	3	0	93	7	7	93	298	15	10	298	391			
1	E4-2-9	E4	2	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-2-10	E4	2	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-1	E4	3	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-2	E4	3	2	1	0	0	0	NA	NA	0	5	5	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-3	E4	3	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-4	E4	3	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-5	E4	3	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-6	E4	3	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-7	E4	3	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-8	E4	3	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-9	E4	3	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-3-10	E4	3	10	1	1	1	0	1	1	0	3	3	0	176	11	11	176	1158	12	15	1158	1334			
1	E4-4-1	E4	4	1	1	1	1	0	1	1	0	5	5	0	NA	NA	NA	189	488	10	13	488	677			
1	E4-4-2	E4	4	2	1	1	1	0	1	1	0	1	3	0	28	3	2	28	622	12	10	622	649			
1	E4-4-3	E4	4	3	1	1	1	0	1	1	0	1	5	0	766	20	7	766	1362	NA	NA	1362	2128			
1	E4-4-4	E4	4	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-4-5	E4	4	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-4-6	E4	4	6	1	1	1	0	1	1	0	2	4	0	168	7	5	168	129	16	7	129	297			
1	E4-4-7	E4	4	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-4-8	E4	4	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-4-9	E4	4	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-4-10	E4	4	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-1	E4	5	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-2	E4	5	2	1	0	0	0	NA	NA	0	3	3	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-3	E4	5	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-4	E4	5	4	1	1	0	0	1	NA	0	1	2	0	13	2	1,5	13	0	0	NA	0	13			
1	E4-5-5	E4	5	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-6	E4	5	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-7	E4	5	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-8	E4	5	8	1	1	1	0	1	1	0	1	2	0	56	10	7	56	135	13	9	135	191			
1	E4-5-9	E4	5	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-5-10	E4	5	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-1	E4	6	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-2	E4	6	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-3	E4	6	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-4	E4	6	4	1	1	0	0	1	NA	0	3	2	0	23	3	5	23	0	0	NA	0	23			
1	E4-6-5	E4	6	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-6	E4	6	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-7	E4	6	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-8	E4	6	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-9	E4	6	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-6-10	E4	6	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-7-1	E4	7	1	1	1	1	0	1	1	0	7	5	0	367	NA	NA	367	649	26	13	649	1016			
1	E4-7-2	E4	7	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-7-3	E4	7	3	1	1	1	0	1	1	0	5	5	0	1343	13	8	1343	1504	NA	NA	1504	2847			
1	E4-7-4	E4	7	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-7-5	E4	7	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-7-6	E4	7	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-7-7	E4	7	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-7-8	E4	7	8	1	1	1	0	1	1	0	2	3	0	6	2	0,5	6	20	3	3,5	20	26			
1	E4-7-9	E4	7	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-7-10	E4	7	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-1	E4	8	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-2	E4	8	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-3	E4	8	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-4	E4	8	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-5	E4	8	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-6	E4	8	6	1	1	1	0	1	1	0	3	4	0	917	11	9	917	850	50	18	850	1767			
1	E4-8-7	E4	8	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-8	E4	8	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-9	E4	8	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-8-10	E4	8	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-1	E4	9	9	1	0	0	0	NA	NA	0	4	3	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-2	E4	9	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-3	E4	9	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-4	E4	9	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-5	E4	9	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-6	E4	9	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-7	E4	9	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-8	E4	9	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-9	E4	9	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-9-10	E4	9	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-1	E4	10	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-2	E4	10	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-3	E4	10	3	1	1	0	0	1	NA	0	1	4	0	522	12	4	522	0	0	NA	0	522			
1	E4-10-4	E4	10	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-5	E4	10	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-6	E4	10	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-7	E4	10	7	1	0	0	0	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-8	E4	10	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-10-9	E4	10	9	1	1	1	0	1	1	0	1	3	0	578	11	7	578	1531	15	12	1531	2109			
1	E4-10-10	E4	10	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-1	E4	11	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-2	E4	11	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-3	E4	11	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-4	E4	11	4	1	1	1	0	1	1	0	6	4	0	73	8	3	73	874	NA	NA	874	947			
1	E4-11-5	E4	11	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-6	E4	11	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-7	E4	11	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-8	E4	11	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-11-9	E4	11	9	1	1	1	0	1	1	0	4	3	0	30	6	6	30	847	20	14	847	877			
1	E4-11-10	E4	11	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-1	E4	12	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-2	E4	12	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-3	E4	12	3	1	1	1	0	1	1	0	1	4	0	26	3	3	26	163	NA	NA	163	189			
1	E4-12-4	E4	12	4	1	0	0	0	NA	NA	0	1	3	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-5	E4	12	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-6	E4	12	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-7	E4	12	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-8	E4	12	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-12-10	E4	12	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-13-1	E4	13	1	1	1	1	0	1	1	0	5	9	0	758	NA	NA	758	4020	0	25	4020	4778			
1	E4-13-2	E4	13	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-13-3	E4	13	3	1	1	0	0	1	NA	0	3	3	0	237	7	5	237	0	0	NA	0	237			
1	E4-13-4	E4	13	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-13-5	E4	13	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-13-6	E4	13	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-13-7	E4	13	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-13-8	E4	13	8	1	1	1	0	1	1	0	2	6	0	754	15	15	754	2228	0	28	2228	2982			
1	E4-13-9	E4	13	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-13-10	E4	13	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-14-1	E4	14	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-14-2	E4	14	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-14-3	E4	14	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-14-4	E4	14	4	1	1	1	0	1	1	0	4	5	0	230	19	14	230	725	NA	NA	725	955			
1	E4-14-5	E4	14	5	1	1	1	0	1	1	0	5	5	0	155	0	9	155	855	40	14	855	1010			
1	E4-14-6	E4	14	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-14-7	E4	14	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-14-8	E4	14	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-14-9	E4	14	9	1	1	1	0	1	1	0	1	5	0	81	7	11	81	527	16	16	527	608			
1	E4-14-10	E4	14	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-15-1	E4	15	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-15-2	E4	15	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-15-3	E4	15	3	1	0	0	0	NA	NA	0	1	4	0	0	0	NA	0	0	0	NA	0	0			
1	E4-15-4	E4	15	4	1	1	1	0	1	1	0	1	5	0	171	2	3	171	712	NA	NA	712	883			
1	E4-15-5	E4	15	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-15-6	E4	15	6	1	1	1	0	1	1	0	5	3	0	51	4	3	51	210	16	11	210	261			
1	E4-15-7	E4	15	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-15-8	E4	15	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-15-9	E4	15	9	1	1	1	0	1	1	0	1	3	0	11	2	2	11	12	NA	NA	12	23			
1	E4-15-10	E4	15	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-1	E4	17	1	1	0	0	0	NA	NA	0	1	4	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-2	E4	17	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-3	E4	17	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-4	E4	17	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-5	E4	17	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-6	E4	17	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-7	E4	17	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-8	E4	17	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-9	E4	17	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-17-10	E4	17	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-1	E4	19	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-2	E4	19	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-3	E4	19	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-4	E4	19	4	1	1	1	0	1	1	0	6	3	0	80	8	5	80	NA	NA	NA	529	609			
1	E4-19-5	E4	19	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-6	E4	19	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-7	E4	19	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-8	E4	19	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-9	E4	19	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-19-10	E4	19	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-1	E4	20	1	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-2	E4	20	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-3	E4	20	3	1	1	1	0	1	1	0	9	7	0	2792	30	12	2792	2167	NA	NA	2167	4959			
1	E4-20-4	E4	20	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-5	E4	20	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-6	E4	20	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-7	E4	20	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-8	E4	20	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-9	E4	20	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-20-10	E4	20	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-23-1	E4	23	1	1	1	1	0	1	1	0	6	3	0	40	3	4	40	366	15	8	366	406			
1	E4-23-2	E4	23	2	1	1	1	0	1	1	0	1	5	0	348	11	11	348	897	45	17	897	1245			
1	E4-23-3	E4	23	3	1	1	1	0	1	1	0	6	3	0	1181	2	4	1181	1103	0	16	1103	2283			
1	E4-23-4	E4	23	4	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-23-5	E4	23	5	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-23-6	E4	23	6	1	1	1	0	1	1	0	11	6	0	324	12	8	324	1322	50	18	1322	1646			
1	E4-23-7	E4	23	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-23-8	E4	23	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-23-9	E4	23	9	1	1	1	0	1	1	0	3	4	0	27	2	2	27	31	15	5	31	58			
1	E4-23-10	E4	23	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-24-1	E4	24	1	1	1	1	0	1	1	0	11	5	0	30	NA	NA	30	161	22	10	161	192			
1	E4-24-2	E4	24	2	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-24-3	E4	24	3	1	0	0	0	NA	NA	0	5	3	0	0	0	NA	0	0	0	NA	0	0			
1	E4-24-4	E4	24	4	1	1	1	0	1	1	0	1	2	0	24	5	3	24	595	NA	NA	595	619			
1	E4-24-5	E4	24	5	1	1	1	0	1	1	0	4	3	0	298	10	8	298	113	12	8	113	411			
1	E4-24-6	E4	24	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-24-7	E4	24	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-24-8	E4	24	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	E4-24-9	E4	24	9	1	1	1	0	1	1	0	4	4	0	373	15	9	373	506	10	8	506	879			
1	E4-24-10	E4	24	10	1	0	0	0	NA	NA	0	4	4	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-1	PEP1	1	1	1	0	0	0	NA	NA	0	10	6	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-2	PEP1	1	2	1	0	0	0	NA	NA	0	3	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-3	PEP1	1	3	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-4	PEP1	1	4	1	0	0	0	NA	NA	0	1	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-5	PEP1	1	5	1	0	0	0	NA	NA	0	3	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-6	PEP1	1	6	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-7	PEP1	1	7	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-8	PEP1	1	8	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-9	PEP1	1	9	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-10	PEP1	1	10	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-11	PEP1	1	11	1	0	0	0	NA	NA	0	1	3	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-12	PEP1	1	12	1	0	0	0	NA	NA	0	1	2	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-13	PEP1	1	13	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-14	PEP1	1	14	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-15	PEP1	1	15	1	0	0	0	NA	NA	0	5	4	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-16	PEP1	1	16	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-17	PEP1	1	17	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-18	PEP1	1	18	1	0	0	0	NA	NA	0	1	2	0	NA	0	NA	0	0	0	NA	0	0			
1	PEP1-19	PEP1	1	19	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-20	PEP1	1	20	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-21	PEP1	1	21	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-22	PEP1	1	22	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-23	PEP1	1	23	1	1	0	0	1	NA	0	8	1,6	0	205	3	3	205	0	0	NA	0	205			
1	PEP1-24	PEP1	1	24	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-25	PEP1	1	25	1	0	0	0	NA	NA	2	6	5	2	NA	NA	NA	0	NA	NA	NA	0	2			
1	PEP1-26	PEP1	1	26	1	0	0	0	NA	NA	0	4	2	0	NA	NA	NA	0	NA	NA	NA	0	0			
1	PEP1-27	PEP1	1	27	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-28	PEP1	1	28	1	1	1	0	1	1	0	9	4	0	9	3	3	9	0	0	0	0	9			
1	PEP1-29	PEP1	1	29	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-30	PEP1	1	30	1	1	1	1	1	0	1	2	4	1	103	2	2	103	0	0	0	0	104			
1	PEP1-31	PEP1	1	31	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-32	PEP1	1	32	1	1	1	0	1	0	0	2	1	0	5	1	1,5	5	0	0	0	0	5			
1	PEP1-33	PEP1	1	33	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-34	PEP1	1	34	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-35	PEP1	1	35	1	0	0	0	NA	NA	1	0	3	1	0	0	NA	0	0	0	NA	0	1			
1	PEP1-36	PEP1	1	36	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-37	PEP1	1	37	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-38	PEP1	1	38	1	1	1	0	1	0	0	1	3	0	35	1	1	35	0	0	0	0	35			
1	PEP1-39	PEP1	1	39	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-40	PEP1	1	40	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-41	PEP1	1	41	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-42	PEP1	1	42	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
1	PEP1-43	PEP1	1	43	0	0	0	NA	NA	NA	0	0	NA	0	0	0	NA	0	0	0	NA	0	0			
