Experiment	subsets	priority	region	country	ID	population	family	individual	FlowAfterGerm_original	FlowAfterGerm_max	FlowAfterGerm_max209	flowering-early	flowering-late	Flowering_binominal
922	2013	1	0	IP	E	E7-50-3	E7	50	3	NA	182	NA	0	0	0
923	2013	1	0	IP	E	E7-50-4	E7	50	4	NA	182	NA	0	0	0
924	2013	1	0	IP	E	E7-50-5	E7	50	5	NA	182	NA	0	0	0
925	2013	1	0	IP	E	E7-50-6	E7	50	6	NA	182	NA	0	0	0
926	2013	1	0	IP	E	E7-50-7	E7	50	7	NA	182	NA	0	0	0
927	2013	1	0	IP	E	E7-50-8	E7	50	8	NA	182	NA	0	0	0
928	2013	1	0	IP	E	E7-51-1	E7	51	1	NA	182	NA	0	0	0
929	2013	1	0	IP	E	E7-51-2	E7	51	2	NA	182	NA	0	0	0
930	2013	1	0	IP	E	E7-51-3	E7	51	3	NA	182	NA	0	0	0
931	2013	1	0	IP	E	E7-51-4	E7	51	4	NA	182	NA	0	0	0
932	2013	1	0	IP	E	E7-51-5	E7	51	5	NA	182	NA	0	0	0
933	2013	1	0	IP	E	E7-51-6	E7	51	6	NA	182	NA	0	0	0
934	2013	1	0	IP	E	E7-51-7	E7	51	7	NA	182	NA	0	0	0
935	2013	1	0	IP	E	E7-51-8	E7	51	8	NA	182	NA	0	0	0
936	2013	1	0	IP	E	E7-52-1	E7	52	1	NA	182	NA	0	0	0
937	2013	1	0	IP	E	E7-52-2	E7	52	2	NA	182	NA	0	0	0
938	2013	1	0	IP	E	E7-52-3	E7	52	3	NA	182	NA	0	0	0
939	2013	1	0	IP	E	E7-52-4	E7	52	4	NA	182	NA	0	0	0
940	2013	1	0	IP	E	E7-52-5	E7	52	5	NA	182	NA	0	0	0
941	2013	1	0	IP	E	E7-52-6	E7	52	6	NA	182	NA	0	0	0
942	2013	1	0	IP	E	E7-52-7	E7	52	7	NA	182	NA	0	0	0
943	2013	1	0	IP	E	E7-52-8	E7	52	8	NA	182	NA	0	0	0
944	2013	1	0	IP	E	E8-11-8	E8	11	8	NA	182	NA	0	0	0
945	2013	1	0	IP	E	E8-12-3	E8	12	3	NA	182	NA	0	0	0
946	2013	1	0	IP	E	E8-12-4	E8	12	4	NA	182	NA	0	0	0
947	2013	1	0	IP	E	E8-12-5	E8	12	5	NA	182	NA	0	0	0
948	2013	1	0	IP	E	E8-12-6	E8	12	6	NA	182	NA	0	0	0
949	2013	1	0	IP	E	E8-12-7	E8	12	7	NA	182	NA	0	0	0
950	2013	1	0	IP	E	E8-12-8	E8	12	8	NA	182	NA	0	0	0
951	2013	1	0	IP	E	E8-13-7	E8	13	7	NA	182	NA	0	0	0
952	2013	1	0	IP	E	E8-13-8	E8	13	8	NA	182	NA	0	0	0
953	2013	1	0	IP	E	E8-14-5	E8	14	5	NA	182	NA	0	0	0
954	2013	1	0	IP	E	E8-14-6	E8	14	6	NA	182	NA	0	0	0
955	2013	1	0	IP	E	E8-14-7	E8	14	7	NA	182	NA	0	0	0
956	2013	1	0	IP	E	E8-14-8	E8	14	8	NA	182	NA	0	0	0
957	2013	1	0	IP	E	E8-15-1	E8	15	1	NA	182	NA	0	0	0
958	2013	1	0	IP	E	E8-15-2	E8	15	2	120	120	120	1	0	1
959	2013	1	0	IP	E	E8-15-3	E8	15	3	NA	182	NA	0	0	0
960	2013	1	0	IP	E	E8-15-4	E8	15	4	NA	182	NA	0	0	0
961	2013	1	0	IP	E	E8-15-5	E8	15	5	NA	182	NA	0	0	0
962	2013	1	0	IP	E	E8-15-6	E8	15	6	NA	182	NA	0	0	0
963	2013	1	0	IP	E	E8-15-7	E8	15	7	NA	182	NA	0	0	0
964	2013	1	0	IP	E	E8-15-8	E8	15	8	NA	182	NA	0	0	0
965	2013	1	0	IP	E	E8-16-1	E8	16	1	NA	182	NA	0	0	0
966	2013	1	0	IP	E	E8-16-2	E8	16	2	NA	182	NA	0	0	0
967	2013	1	0	IP	E	E8-16-3	E8	16	3	NA	182	NA	0	0	0
968	2013	1	0	IP	E	E8-16-4	E8	16	4	NA	182	NA	0	0	0
969	2013	1	0	IP	E	E8-16-5	E8	16	5	NA	182	NA	0	0	0
970	2013	1	0	IP	E	E8-16-6	E8	16	6	NA	182	NA	0	0	0
971	2013	1	0	IP	E	E8-16-7	E8	16	7	NA	182	NA	0	0	0
972	2013	1	0	IP	E	E8-16-8	E8	16	8	NA	182	NA	0	0	0
973	2013	1	0	IP	E	E8-17-1	E8	17	1	NA	182	NA	0	0	0
974	2013	1	0	IP	E	E8-17-2	E8	17	2	NA	182	NA	0	0	0
975	2013	1	0	IP	E	E8-17-3	E8	17	3	NA	182	NA	0	0	0
976	2013	1	0	IP	E	E8-17-4	E8	17	4	NA	182	NA	0	0	0
977	2013	1	0	IP	E	E8-17-5	E8	17	5	NA	182	NA	0	0	0
978	2013	1	0	IP	E	E8-17-6	E8	17	6	NA	182	NA	0	0	0
979	2013	1	0	IP	E	E8-17-7	E8	17	7	NA	182	NA	0	0	0
980	2013	1	0	IP	E	E8-17-8	E8	17	8	NA	182	NA	0	0	0
981	2013	1	0	IP	E	E8-18-1	E8	18	1	NA	182	NA	0	0	0
982	2013	1	0	IP	E	E8-18-2	E8	18	2	NA	182	NA	0	0	0
983	2013	1	0	IP	E	E8-18-3	E8	18	3	NA	182	NA	0	0	0
984	2013	1	0	IP	E	E8-18-4	E8	18	4	NA	182	NA	0	0	0
985	2013	1	0	IP	E	E8-18-5	E8	18	5	NA	182	NA	0	0	0
986	2013	1	0	IP	E	E8-18-6	E8	18	6	NA	182	NA	0	0	0
987	2013	1	0	IP	E	E8-18-7	E8	18	7	NA	182	NA	0	0	0
988	2013	1	0	IP	E	E8-18-8	E8	18	8	NA	182	NA	0	0	0
989	2013	1	0	IP	E	E8-19-3	E8	19	3	NA	182	NA	0	0	0
990	2013	1	0	IP	E	E8-19-4	E8	19	4	NA	182	NA	0	0	0
991	2013	1	0	IP	E	E8-19-5	E8	19	5	NA	182	NA	0	0	0
992	2013	1	0	IP	E	E8-19-6	E8	19	6	NA	182	NA	0	0	0
993	2013	1	0	IP	E	E8-19-7	E8	19	7	NA	182	NA	0	0	0
994	2013	1	0	IP	E	E8-19-8	E8	19	8	NA	182	NA	0	0	0
995	2013	1	0	IP	E	E8-20-1	E8	20	1	NA	182	NA	0	0	0
996	2013	1	0	IP	E	E8-20-2	E8	20	2	NA	182	NA	0	0	0
997	2013	1	0	IP	E	E8-20-3	E8	20	3	NA	182	NA	0	0	0
998	2013	1	0	IP	E	E8-20-4	E8	20	4	NA	182	NA	0	0	0
999	2013	1	0	IP	E	E8-20-5	E8	20	5	NA	182	NA	0	0	0
1000	2013	1	0	IP	E	E8-20-6	E8	20	6	NA	182	NA	0	0	0
1001	2013	1	0	IP	E	E8-20-7	E8	20	7	NA	182	NA	0	0	0
1002	2013	1	0	IP	E	E8-20-8	E8	20	8	NA	182	NA	0	0	0
1003	2013	1	0	IP	E	E8-21-6	E8	21	6	NA	182	NA	0	0	0
1004	2013	1	0	IP	E	E8-21-7	E8	21	7	NA	182	NA	0	0	0
1005	2013	1	0	IP	E	E8-21-8	E8	21	8	NA	182	NA	0	0	0
1006	2013	1	0	IP	E	E8-23-1	E8	23	1	NA	182	NA	0	0	0
1007	2013	1	0	IP	E	E8-23-2	E8	23	2	NA	182	NA	0	0	0
1008	2013	1	0	IP	E	E8-23-3	E8	23	3	NA	182	NA	0	0	0
1009	2013	1	0	IP	E	E8-23-4	E8	23	4	NA	182	NA	0	0	0
1010	2013	1	0	IP	E	E8-23-5	E8	23	5	NA	182	NA	0	0	0
1011	2013	1	0	IP	E	E8-23-6	E8	23	6	NA	182	NA	0	0	0
1012	2013	1	0	IP	E	E8-23-7	E8	23	7	NA	182	NA	0	0	0
1013	2013	1	0	IP	E	E8-23-8	E8	23	8	NA	182	NA	0	0	0
1014	2013	1	0	IP	E	E8-24-1	E8	24	1	NA	182	NA	0	0	0
1015	2013	1	0	IP	E	E8-24-2	E8	24	2	NA	182	NA	0	0	0
1016	2013	1	0	IP	E	E8-24-3	E8	24	3	NA	182	NA	0	0	0
1017	2013	1	0	IP	E	E8-24-4	E8	24	4	NA	182	NA	0	0	0
1018	2013	1	0	IP	E	E8-24-5	E8	24	5	NA	182	NA	0	0	0
1019	2013	1	0	IP	E	E8-24-6	E8	24	6	NA	182	NA	0	0	0
1020	2013	1	0	IP	E	E8-24-7	E8	24	7	NA	182	NA	0	0	0
1021	2013	1	0	IP	E	E8-24-8	E8	24	8	NA	182	NA	0	0	0
1022	2013	1	0	IP	E	E8-25-8	E8	25	8	NA	182	NA	0	0	0
1023	2013	1	0	IP	E	E8-30-4	E8	30	4	NA	182	NA	0	0	0
1024	2013	1	0	IP	E	E8-30-5	E8	30	5	NA	182	NA	0	0	0
1025	2013	1	0	IP	E	E8-30-6	E8	30	6	NA	182	NA	0	0	0
1026	2013	1	0	IP	E	E8-30-7	E8	30	7	NA	182	NA	0	0	0
1027	2013	1	0	IP	E	E8-30-8	E8	30	8	NA	182	NA	0	0	0
1028	2013	1	0	IP	E	E8-31-2	E8	31	2	NA	182	NA	0	0	0
1029	2013	1	0	IP	E	E8-31-3	E8	31	3	NA	182	NA	0	0	0
1030	2013	1	0	IP	E	E8-31-4	E8	31	4	NA	182	NA	0	0	0
1031	2013	1	0	IP	E	E8-31-5	E8	31	5	NA	182	NA	0	0	0
1032	2013	1	0	IP	E	E8-31-6	E8	31	6	NA	182	NA	0	0	0
1033	2013	1	0	IP	E	E8-31-7	E8	31	7	NA	182	NA	0	0	0
1034	2013	1	0	IP	E	E8-31-8	E8	31	8	NA	182	NA	0	0	0
1035	2013	1	0	IP	E	E8-32-1	E8	32	1	NA	182	NA	0	0	0
1036	2013	1	0	IP	E	E8-32-2	E8	32	2	NA	182	NA	0	0	0
1037	2013	1	0	IP	E	E8-32-3	E8	32	3	NA	182	NA	0	0	0
1038	2013	1	0	IP	E	E8-32-4	E8	32	4	NA	182	NA	0	0	0
1039	2013	1	0	IP	E	E8-32-5	E8	32	5	NA	182	NA	0	0	0
1040	2013	1	0	IP	E	E8-32-6	E8	32	6	NA	182	NA	0	0	0
1041	2013	1	0	IP	E	E8-32-7	E8	32	7	NA	182	NA	0	0	0
1042	2013	1	0	IP	E	E8-32-8	E8	32	8	NA	182	NA	0	0	0
1043	2013	1	0	IP	E	E8-41-1	E8	41	1	NA	182	NA	0	0	0
1044	2013	1	0	IP	E	E8-41-2	E8	41	2	NA	182	NA	0	0	0
1045	2013	1	0	IP	E	E8-41-3	E8	41	3	NA	182	NA	0	0	0
1046	2013	1	0	IP	E	E8-41-4	E8	41	4	NA	182	NA	0	0	0
1047	2013	1	0	IP	E	E8-41-5	E8	41	5	NA	182	NA	0	0	0
1048	2013	1	0	IP	E	E8-41-6	E8	41	6	NA	182	NA	0	0	0
1049	2013	1	0	IP	E	E8-41-7	E8	41	7	NA	182	NA	0	0	0
1050	2013	1	0	IP	E	E8-41-8	E8	41	8	NA	182	NA	0	0	0
1051	2013	1	0	IP	E	E8-42-1	E8	42	1	NA	182	NA	0	0	0
1052	2013	1	0	IP	E	E8-42-2	E8	42	2	NA	182	NA	0	0	0
1053	2013	1	0	IP	E	E8-42-3	E8	42	3	NA	182	NA	0	0	0
1054	2013	1	0	IP	E	E8-42-4	E8	42	4	NA	182	NA	0	0	0
1055	2013	1	0	IP	E	E8-42-5	E8	42	5	NA	182	NA	0	0	0
1056	2013	1	0	IP	E	E8-42-6	E8	42	6	NA	182	NA	0	0	0
1057	2013	1	0	IP	E	E8-42-7	E8	42	7	NA	182	NA	0	0	0
1058	2013	1	0	IP	E	E8-42-8	E8	42	8	NA	182	NA	0	0	0
1059	2013	1	0	IP	E	E8-45-1	E8	45	1	NA	182	NA	0	0	0
1060	2013	1	0	IP	E	E8-45-2	E8	45	2	NA	182	NA	0	0	0
1061	2013	1	0	IP	E	E8-45-3	E8	45	3	NA	182	NA	0	0	0
1062	2013	1	0	IP	E	E8-45-4	E8	45	4	NA	182	NA	0	0	0
1063	2013	1	0	IP	E	E8-45-5	E8	45	5	NA	182	NA	0	0	0
1064	2013	1	0	IP	E	E8-45-6	E8	45	6	NA	182	NA	0	0	0
1065	2013	1	0	IP	E	E8-45-7	E8	45	7	NA	182	NA	0	0	0
1066	2013	1	0	IP	E	E8-45-8	E8	45	8	NA	182	NA	0	0	0
1067	2013	1	0	IP	E	E8-46-1	E8	46	1	NA	182	NA	0	0	0
1068	2013	1	0	IP	E	E8-46-2	E8	46	2	NA	182	NA	0	0	0
1069	2013	1	0	IP	E	E8-46-3	E8	46	3	NA	182	NA	0	0	0
1070	2013	1	0	IP	E	E8-46-4	E8	46	4	NA	182	NA	0	0	0
1071	2013	1	0	IP	E	E8-46-5	E8	46	5	NA	182	NA	0	0	0
1072	2013	1	0	IP	E	E8-46-6	E8	46	6	NA	182	NA	0	0	0
1073	2013	1	0	IP	E	E8-46-7	E8	46	7	NA	182	NA	0	0	0
1074	2013	1	0	IP	E	E8-46-8	E8	46	8	NA	182	NA	0	0	0
1075	2013	1	0	IP	E	E8-47-8	E8	47	8	NA	182	NA	0	0	0
1076	2013	1	0	IP	E	E8-48-1	E8	48	1	NA	182	NA	0	0	0
1077	2013	1	0	IP	E	E8-48-2	E8	48	2	NA	182	NA	0	0	0
1078	2013	1	0	IP	E	E8-48-3	E8	48	3	NA	182	NA	0	0	0
1079	2013	1	0	IP	E	E8-48-4	E8	48	4	NA	182	NA	0	0	0
1080	2013	1	0	IP	E	E8-48-5	E8	48	5	NA	182	NA	0	0	0
1081	2013	1	0	IP	E	E8-48-6	E8	48	6	NA	182	NA	0	0	0
1082	2013	1	0	IP	E	E8-48-7	E8	48	7	NA	182	NA	0	0	0
1083	2013	1	0	IP	E	E8-48-8	E8	48	8	NA	182	NA	0	0	0
1084	2013	1	0	IP	E	E8-49-2	E8	49	2	NA	182	NA	0	0	0
1085	2013	1	0	IP	E	E8-49-3	E8	49	3	NA	182	NA	0	0	0
1086	2013	1	0	IP	E	E8-49-4	E8	49	4	NA	182	NA	0	0	0
1087	2013	1	0	IP	E	E8-49-5	E8	49	5	NA	182	NA	0	0	0
1088	2013	1	0	IP	E	E8-49-6	E8	49	6	NA	182	NA	0	0	0
1089	2013	1	0	IP	E	E8-49-7	E8	49	7	NA	182	NA	0	0	0
1090	2013	1	0	IP	E	E8-49-8	E8	49	8	NA	182	NA	0	0	0
1091	2013	1	0	IP	E	E8-50-1	E8	50	1	NA	182	NA	0	0	0
1092	2013	1	0	IP	E	E8-50-2	E8	50	2	NA	182	NA	0	0	0
1093	2013	1	0	IP	E	E8-50-3	E8	50	3	NA	182	NA	0	0	0
1094	2013	1	0	IP	E	E8-50-4	E8	50	4	NA	182	NA	0	0	0
1095	2013	1	0	IP	E	E8-50-5	E8	50	5	NA	182	NA	0	0	0
1096	2013	1	0	IP	E	E8-50-6	E8	50	6	NA	182	NA	0	0	0
1097	2013	1	0	IP	E	E8-50-7	E8	50	7	NA	182	NA	0	0	0
1098	2013	1	0	IP	E	E8-50-8	E8	50	8	NA	182	NA	0	0	0
1099	2013	1	0	IP	E	E8-51-1	E8	51	1	NA	182	NA	0	0	0
1100	2013	1	0	IP	E	E8-51-2	E8	51	2	NA	182	NA	0	0	0
1101	2013	1	0	IP	E	E8-51-3	E8	51	3	NA	182	NA	0	0	0
1102	2013	1	0	IP	E	E8-51-4	E8	51	4	NA	182	NA	0	0	0
1103	2013	1	0	IP	E	E8-51-5	E8	51	5	NA	182	NA	0	0	0
1104	2013	1	0	IP	E	E8-51-6	E8	51	6	NA	182	NA	0	0	0
1105	2013	1	0	IP	E	E8-51-7	E8	51	7	NA	182	NA	0	0	0
1106	2013	1	0	IP	E	E8-51-8	E8	51	8	NA	182	NA	0	0	0
1107	2013	1	0	IP	E	E8-52-4	E8	52	4	NA	182	NA	0	0	0
1108	2013	1	0	IP	E	E8-52-5	E8	52	5	NA	182	NA	0	0	0
1109	2013	1	0	IP	E	E8-52-6	E8	52	6	NA	182	NA	0	0	0
1110	2013	1	0	IP	E	E8-52-7	E8	52	7	NA	182	NA	0	0	0
1111	2013	1	0	IP	E	E8-52-8	E8	52	8	NA	182	NA	0	0	0
1112	2014	1	0	IP	E	E9b	E9b	3	1	NA	182	NA	0	0	0
1113	2014	1	0	IP	E	E9b	E9b	3	2	NA	182	NA	0	0	0
1114	2014	1	0	IP	E	E9b	E9b	3	3	NA	182	NA	0	0	0
1115	2014	1	0	IP	E	E9b	E9b	4	1	NA	182	NA	0	0	0
1116	2014	1	0	IP	E	E9b	E9b	4	2	NA	182	NA	0	0	0
1117	2014	1	0	IP	E	E9b	E9b	4	3	NA	182	NA	0	0	0
1118	2014	1	0	IP	E	E9b	E9b	4	4	NA	182	NA	0	0	0
1119	2014	1	0	IP	E	E9b	E9b	4	5	NA	182	NA	0	0	0
1120	2014	1	0	IP	E	E9b	E9b	4	6	NA	182	NA	0	0	0
1121	2014	1	0	IP	E	E9b	E9b	4	7	NA	182	NA	0	0	0
1122	2014	1	0	IP	E	E9b	E9b	4	8	NA	182	NA	0	0	0
1123	2014	1	0	IP	E	E9b	E9b	6	1	NA	182	NA	0	0	0
1124	2014	1	0	IP	E	E9b	E9b	6	2	NA	182	NA	0	0	0
1125	2014	1	0	IP	E	E9b	E9b	6	3	NA	182	NA	0	0	0
1126	2014	1	0	IP	E	E9b	E9b	6	4	NA	182	NA	0	0	0
1127	2014	1	0	IP	E	E9b	E9b	6	5	NA	182	NA	0	0	0
1128	2014	1	0	IP	E	E9b	E9b	6	6	NA	182	NA	0	0	0
1129	2014	1	0	IP	E	E9b	E9b	6	7	NA	182	NA	0	0	0
1130	2013	1	0	IP	E	CuHu	E10	1	1	NA	182	NA	0	0	0
1131	2013	1	0	IP	E	CuHu	E10	1	2	NA	182	NA	0	0	0
1132	2013	1	0	IP	E	CuHu	E10	1	3	NA	182	NA	0	0	0
1133	2013	1	0	IP	E	CuHu	E10	1	4	NA	182	NA	0	0	0
1134	2013	1	0	IP	E	CuHu	E10	1	5	NA	182	NA	0	0	0
1135	2013	1	0	IP	E	CuHu	E10	1	6	NA	182	NA	0	0	0
1136	2013	1	0	IP	E	CuHu	E10	1	7	NA	182	NA	0	0	0
1137	2013	1	0	IP	E	CuHu	E10	1	8	NA	182	NA	0	0	0
1138	2013	1	0	IP	E	E11-ML1	E11	1	1	NA	182	NA	0	0	0
1139	2013	1	0	IP	E	E11-ML1	E11	1	2	NA	182	NA	0	0	0
1140	2013	1	0	IP	E	E11-ML1	E11	1	3	NA	182	NA	0	0	0
1141	2013	1	0	IP	E	E11-ML1	E11	1	4	NA	182	NA	0	0	0
1142	2013	1	0	IP	E	E11-ML1	E11	1	5	NA	182	NA	0	0	0
1143	2013	1	0	IP	E	E11-ML1	E11	1	6	NA	182	NA	0	0	0
1144	2013	1	0	IP	E	E11-ML1	E11	1	7	NA	182	NA	0	0	0
1145	2013	1	0	IP	E	E11-ML1	E11	1	8	NA	182	NA	0	0	0
1146	2013	1	0	IP	E	E12-ML6	E12	1	1	NA	182	NA	0	0	0
1147	2013	1	0	IP	E	E12-ML6	E12	1	2	NA	182	NA	0	0	0
1148	2013	1	0	IP	E	E12-ML6	E12	1	3	NA	182	NA	0	0	0
1149	2013	1	0	IP	E	E12-ML6	E12	1	4	NA	182	NA	0	0	0
1150	2013	1	0	IP	E	E12-ML6	E12	1	5	NA	182	NA	0	0	0
1151	2013	1	0	IP	E	E12-ML6	E12	1	6	NA	182	NA	0	0	0
1152	2013	1	0	IP	E	E12-ML6	E12	1	7	NA	182	NA	0	0	0
1153	2013	1	0	IP	E	E12-ML6	E12	1	8	NA	182	NA	0	0	0
1154	2010	1	0	IP	E	Paj	Paj	1	1	NA	350	209	0	0	0
1155	2010	1	0	IP	E	Paj	Paj	1	2	NA	350	209	0	0	0
1156	2010	1	0	IP	E	Paj	Paj	1	3	NA	350	209	0	0	0
1157	2010	1	0	IP	E	Paj	Paj	1	4	NA	350	209	0	0	0
1158	2010	1	0	IP	E	Paj	Paj	1	5	NA	350	209	0	0	0
1159	2010	1	0	IP	E	Paj	Paj	1	6	NA	350	209	0	0	0
1160	2010	1	0	IP	E	Paj	Paj	1	7	NA	350	209	0	0	0
1161	2010	1	0	IP	E	Paj	Paj	1	8	NA	350	209	0	0	0
1162	2011	1	1	IP	E	Paj	Paj	1	11	NA	308	209	0	0	0
1163	2011	1	1	IP	E	Paj	Paj	1	12	NA	308	209	0	0	0
1164	2011	1	1	IP	E	Paj	Paj	1	13	NA	308	209	0	0	0
1165	2011	1	1	IP	E	Paj	Paj	1	14	NA	308	209	0	0	0
1166	2011	1	1	IP	E	Paj	Paj	1	15	NA	308	209	0	0	0
1167	2011	1	1	IP	E	Paj	Paj	1	16	NA	308	209	0	0	0
1168	2011	1	1	IP	E	Paj	Paj	1	17	NA	308	209	0	0	0
1169	2011	1	1	IP	E	Paj	Paj	1	18	NA	308	209	0	0	0
1170	2011	1	1	Alps	F	F1-GAL-5	F1a	5	1	50	50	50	1	0	1
1171	2011	1	1	Alps	F	F1-GAL-5	F1a	5	2	50	50	50	1	0	1
1172	2011	1	1	Alps	F	F1-GAL-5	F1a	5	3	52	52	52	1	0	1
1173	2011	1	1	Alps	F	F1-GAL-5	F1a	5	4	56	56	56	1	0	1
1174	2011	1	1	Alps	F	F1-GAL-5	F1a	5	5	50	50	50	1	0	1
1175	2011	1	1	Alps	F	F1-GAL-5	F1a	5	6	59	59	59	1	0	1
1176	2011	1	1	Alps	F	F1-GAL-5	F1a	5	7	56	56	56	1	0	1
1177	2011	1	1	Alps	F	F1-GAL-5	F1a	5	8	56	56	56	1	0	1
1178	2011	1	1	Alps	F	F1-GAL-10	F1a	10	2	56	56	56	1	0	1
1179	2011	1	1	Alps	F	F1-GAL-10	F1a	10	3	66	66	66	1	0	1
1180	2011	1	1	Alps	F	F1-GAL-10	F1a	10	4	59	59	59	1	0	1
1181	2011	1	1	Alps	F	F1-GAL-10	F1a	10	5	61	61	61	1	0	1
1182	2011	1	1	Alps	F	F1-GAL-10	F1a	10	6	56	56	56	1	0	1
1183	2011	1	1	Alps	F	F1-GAL-10	F1a	10	7	56	56	56	1	0	1
1184	2011	1	1	Alps	F	F1-GAL-10	F1a	10	8	59	59	59	1	0	1
1185	2011	1	1	Alps	F	F1-GAL-12	F1a	12	1	66	66	66	1	0	1
1186	2011	1	1	Alps	F	F1-GAL-12	F1a	12	2	52	52	52	1	0	1
1187	2011	1	1	Alps	F	F1-GAL-12	F1a	12	3	66	66	66	1	0	1
1188	2011	1	1	Alps	F	F1-GAL-12	F1a	12	4	61	61	61	1	0	1
1189	2011	1	1	Alps	F	F1-GAL-12	F1a	12	5	56	56	56	1	0	1
1190	2011	1	1	Alps	F	F1-GAL-12	F1a	12	7	66	66	66	1	0	1
1191	2011	1	1	Alps	F	F1-GAL-12	F1a	12	8	59	59	59	1	0	1
1192	2011	1	1	Alps	F	F1-GAL-16	F1a	16	1	56	56	56	1	0	1
1193	2011	1	1	Alps	F	F1-GAL-16	F1a	16	2	56	56	56	1	0	1
1194	2011	1	1	Alps	F	F1-GAL-16	F1a	16	3	56	56	56	1	0	1
1195	2011	1	1	Alps	F	F1-GAL-16	F1a	16	4	66	66	66	1	0	1
1196	2011	1	1	Alps	F	F1-GAL-16	F1a	16	5	66	66	66	1	0	1
1197	2011	1	1	Alps	F	F1-GAL-16	F1a	16	6	80	80	80	1	0	1
1198	2011	1	1	Alps	F	F1-GAL-16	F1a	16	7	59	59	59	1	0	1
1199	2011	1	1	Alps	F	F1-GAL-16	F1a	16	8	59	59	59	1	0	1
1200	2011	1	1	Alps	F	F1-GAL-20	F1a	20	1	80	80	80	1	0	1
1201	2011	1	1	Alps	F	F1-GAL-20	F1a	20	2	72	72	72	1	0	1
1202	2011	1	1	Alps	F	F1-GAL-20	F1a	20	3	72	72	72	1	0	1
1203	2011	1	1	Alps	F	F1-GAL-20	F1a	20	4	90	90	90	1	0	1
1204	2011	1	1	Alps	F	F1-GAL-20	F1a	20	5	NA	308	209	0	0	0
1205	2011	1	1	Alps	F	F1-GAL-20	F1a	20	6	123	123	123	1	0	1
1206	2011	1	1	Alps	F	F1-GAL-20	F1a	20	7	80	80	80	1	0	1
1207	2011	1	1	Alps	F	F1-GAL-20	F1a	20	8	90	90	90	1	0	1
1208	2011	1	1	Alps	F	F1-GAL-31	F1a	31	1	186	186	186	0	1	1
1209	2011	1	1	Alps	F	F1-GAL-31	F1a	31	2	NA	308	209	0	0	0
1210	2011	1	1	Alps	F	F1-GAL-31	F1a	31	3	NA	308	209	0	0	0
1211	2011	1	1	Alps	F	F1-GAL-31	F1a	31	4	186	186	186	0	1	1
1212	2011	1	1	Alps	F	F1-GAL-31	F1a	31	5	61	61	61	1	0	1
1213	2011	1	1	Alps	F	F1-GAL-31	F1a	31	6	135	135	135	0	1	1
1214	2011	1	1	Alps	F	F1-GAL-31	F1a	31	7	135	135	135	0	1	1
1215	2011	1	1	Alps	F	F1-GAL-31	F1a	31	8	NA	308	209	0	0	0
1216	2011	1	1	Alps	F	F1-GAL-33	F1a	33	1	56	56	56	1	0	1
1217	2011	1	1	Alps	F	F1-GAL-33	F1a	33	2	56	56	56	1	0	1
1218	2011	1	1	Alps	F	F1-GAL-33	F1a	33	3	56	56	56	1	0	1
1219	2011	1	1	Alps	F	F1-GAL-33	F1a	33	4	90	90	90	1	0	1
1220	2011	1	1	Alps	F	F1-GAL-33	F1a	33	5	56	56	56	1	0	1
1221	2011	1	1	Alps	F	F1-GAL-33	F1a	33	6	56	56	56	1	0	1
1222	2011	1	1	Alps	F	F1-GAL-33	F1a	33	7	56	56	56	1	0	1
1223	2011	1	1	Alps	F	F1-GAL-33	F1a	33	8	56	56	56	1	0	1
1224	2011	1	1	Alps	F	F1-GAL-35	F1a	35	1	135	135	135	0	1	1
1225	2011	1	1	Alps	F	F1-GAL-35	F1a	35	2	66	66	66	1	0	1
1226	2011	1	1	Alps	F	F1-GAL-35	F1a	35	3	66	66	66	1	0	1
1227	2011	1	1	Alps	F	F1-GAL-35	F1a	35	4	149	149	149	0	1	1
1228	2011	1	1	Alps	F	F1-GAL-35	F1a	35	5	66	66	66	1	0	1
1229	2011	1	1	Alps	F	F1-GAL-35	F1a	35	6	249	249	209	0	0	0
1230	2011	1	1	Alps	F	F1-GAL-35	F1a	35	7	90	90	90	1	0	1
1231	2011	1	1	Alps	F	F1-GAL-35	F1a	35	8	NA	308	209	0	0	0
1232	2011	1	1	Alps	F	F1-GAL-51	F1a	51	1	66	66	66	1	0	1
1233	2011	1	1	Alps	F	F1-GAL-51	F1a	51	2	66	66	66	1	0	1
1234	2011	1	1	Alps	F	F1-GAL-51	F1a	51	3	56	56	56	1	0	1
1235	2011	1	1	Alps	F	F1-GAL-51	F1a	51	4	90	90	90	1	0	1
1236	2011	1	1	Alps	F	F1-GAL-51	F1a	51	5	61	61	61	1	0	1
1237	2011	1	1	Alps	F	F1-GAL-51	F1a	51	6	66	66	66	1	0	1
1238	2011	1	1	Alps	F	F1-GAL-51	F1a	51	7	66	66	66	1	0	1
1239	2011	1	1	Alps	F	F1-GAL-51	F1a	51	8	66	66	66	1	0	1
1240	2011	1	1	Alps	F	F1-GAL-70	F1a	70	1	186	186	186	0	1	1
1241	2011	1	1	Alps	F	F1-GAL-70	F1a	70	2	NA	308	209	0	0	0
1242	2011	1	1	Alps	F	F1-GAL-70	F1a	70	3	90	90	90	1	0	1
1243	2011	1	1	Alps	F	F1-GAL-70	F1a	70	4	NA	308	209	0	0	0
1244	2011	1	1	Alps	F	F1-GAL-70	F1a	70	5	66	66	66	1	0	1
1245	2011	1	1	Alps	F	F1-GAL-70	F1a	70	6	149	149	149	0	1	1
